33	30
33	31
33	32
1	34
2	34
3	34
4	34
5	34
6	34
7	34
8	34
9	34
10	34
11	34
12	34
13	34
14	34
15	34
16	34
17	34
18	34
22	34
23	34
24	34
25	34
26	34
27	34
28	34
29	34
31	34
32	34
1	35
2	35
3	35
4	35
5	35
6	35
7	35
8	35
9	35
10	35
11	35
12	35
13	35
14	35
15	35
16	35
17	35
18	35
19	35
20	35
21	35
22	35
23	35
24	35
25	35
26	35
27	35
28	35
29	35
30	35
31	35
1	32
2	1
2	7
2	32
3	2
3	7
3	32
4	7
4	32
5	2
5	32
6	1
6	2
6	7
6	32
7	32
8	7
8	32
9	1
9	7
9	9
9	32
10	1
10	2
10	7
10	9
10	32
11	1
11	2
11	9
11	32
12	1
12	2
12	9
12	32
13	1
13	2
13	9
13	16
13	17
13	32
14	1
14	2
14	3
14	7
14	16
14	17
14	32
15	2
15	3
15	32
16	1
16	2
16	3
16	5
16	7
16	8
16	17
16	32
17	6
17	32
18	16
18	17
18	32
19	2
19	3
19	4
19	5
19	6
19	7
19	8
19	14
19	16
19	17
19	32
20	4
20	5
20	16
20	19
20	21
20	32
21	3
21	4
21	5
21	6
21	7
21	8
21	9
21	10
21	14
21	16
21	17
21	19
21	32
22	7
22	10
22	32
23	22
23	32
24	10
24	12
24	13
24	14
24	15
24	19
24	20
24	21
24	22
24	23
24	24
24	32
25	15
25	18
25	20
25	22
25	23
25	24
25	32
26	25
26	32
27	25
27	26
27	32
28	26
28	32
29	26
29	32
30	14
30	15
30	19
30	24
30	32
31	10
31	11
31	13
31	15
31	18
31	19
31	20
31	21
31	23
31	24
31	25
31	32
32	11
32	12
32	14
32	15
32	16
32	19
32	20
32	21
32	24
32	25
32	26
32	27
32	28
32	29
