30	0.897983870968
42	0.908064516129
29	0.902177419355
60	0.57814516129
61	0.866935483871
35	0.695161290323
34	0.89685483871
24	0.904596774194
25	0.870483870968
26	0.878790322581
27	0.904032258065
20	0.908225806452
21	0.900241935484
48	0.683870967742
49	0.765806451613
46	0.780725806452
47	0.899193548387
44	0.899919354839
45	0.9025
28	0.906370967742
43	0.903064516129
40	0.899919354839
41	0.897419354839
1	0.902822580645
0	0.908629032258
3	0.901370967742
2	0.904516129032
5	0.901774193548
4	0.633306451613
7	0.906290322581
6	0.897580645161
9	0.90814516129
8	0.897661290323
56	0.848467741935
13	0.910322580645
12	0.713709677419
17	0.899193548387
15	0.900725806452
32	0.856693548387
58	0.693548387097
11	0.572983870968
10	0.899596774194
39	0.869193548387
38	0.900887096774
59	0.902096774194
22	0.708951612903
14	0.90314516129
16	0.903709677419
19	0.896693548387
18	0.907661290323
57	0.898870967742
23	0.892338709677
51	0.906129032258
36	0.899677419355
53	0.88435483871
52	0.908790322581
33	0.904919354839
55	0.87
37	0.901209677419
54	0.906209677419
31	0.6475
50	0.904274193548
